,song,artist,chord_progression,key
8082,Bad Romance,Lady Gaga,"['Am', 'C', 'Dm', 'G7']",C
8083,Bad Romance,Lady Gaga,"['Dm', 'G7', 'Am', 'C', 'Dm', 'G7', 'Am']",C
8084,Bad Romance,Lady Gaga,"['Dm', 'G7', 'Am', 'C']",C
8085,Bad Romance,Lady Gaga,"['Am', 'C', 'Dm', 'G7']",C
8086,Bad Romance,Lady Gaga,"['Am', 'C']",C
8087,Bad Romance,Lady Gaga,"['Dm', 'G7', 'Am']",C
8088,Feliz Navidad,José Feliciano,"['D', 'Em', 'A7', 'D', 'G', 'A7']",D
8089,Feliz Navidad,José Feliciano,"['G', 'A7', 'D', 'Em', 'A7', 'D']",D
8090,Feliz Navidad,José Feliciano,"['D', 'G', 'A', 'D']",D
8091,Feliz Navidad,José Feliciano,"['G', 'A7', 'D', 'D7']",D
8092,Last Christmas,Wham!,"['C', 'Am', 'Am7', 'Dm', 'G', 'G7']",C
8093,Glorious Day Living He Loved Me,Casting Crowns,"['B', 'E']",B
8094,Glorious Day Living He Loved Me,Casting Crowns,"['G#m', 'E', 'B', 'F#']",B
8095,Glorious Day Living He Loved Me,Casting Crowns,"['E', 'B']",E
8096,Glorious Day Living He Loved Me,Casting Crowns,"['B', 'F#', 'G#m', 'E']",B
8097,Glorious Day Living He Loved Me,Casting Crowns,"['E', 'B', 'F#', 'G#m']",B
8098,Glorious Day Living He Loved Me,Casting Crowns,"['E', 'B', 'F#']",B
8099,Wheels,Foo Fighters,"['Cadd9', 'G', 'Em7', 'D']",G
8100,Wheels,Foo Fighters,"['Cadd9', 'G', 'Em7', 'D']",G
8101,Speechless,Lady Gaga,"['G', 'Am', 'G', 'F', 'Em']",C
8102,Speechless,Lady Gaga,"['Em', 'F', 'Gm', 'C', 'F']",F
8103,Speechless,Lady Gaga,"['F', 'Em', 'G', 'Am', 'G']",C
8104,Replay,Iyaz,"['Em', 'C', 'G', 'D']",G
8105,Replay,Iyaz,"['Em', 'C', 'G', 'D']",G
8106,Winter Winds,Mumford & Sons,"['F', 'C', 'F', 'C', 'G']",C
8107,Winter Winds,Mumford & Sons,"['C', 'G', 'Am', 'F']",C
8108,Winter Winds,Mumford & Sons,"['F', 'C', 'G', 'Am']",C
8109,Winter Winds,Mumford & Sons,"['C', 'G', 'Am', 'F', 'C', 'G', 'F']",C
8110,Winter Winds,Mumford & Sons,"['F', 'C', 'F', 'C', 'G']",C
8111,Winter Winds,Mumford & Sons,"['C', 'G', 'Am', 'F']",C
8112,Winter Winds,Mumford & Sons,"['F', 'C', 'G', 'Am']",C
8113,Winter Winds,Mumford & Sons,"['F', 'C', 'G']",C
8114,Awake My Soul,Mumford & Sons,"['D', 'G', 'D', 'Bm']",D
8115,Awake My Soul,Mumford & Sons,"['D', 'D', 'A']",D
8116,Awake My Soul,Mumford & Sons,"['A', 'D', 'D']",A
8117,Awake My Soul,Mumford & Sons,"['A', 'D', 'A', 'Bm']",A
8118,Awake My Soul,Mumford & Sons,"['D', 'G', 'D', 'Bm']",D
8119,Awake My Soul,Mumford & Sons,"['G', 'A', 'D', 'A']",D
8120,Awake My Soul,Mumford & Sons,"['D', 'D', 'D']",D
8121,Awake My Soul,Mumford & Sons,"['D', 'D', 'A']",D
8122,Awake My Soul,Mumford & Sons,"['A', 'D', 'D']",A
8123,Awake My Soul,Mumford & Sons,"['D', 'G', 'A']",D
8124,I Have A Dream,ABBA,"['A', 'E', 'A', 'E', 'A', 'E']",A
8125,I Have A Dream,ABBA,"['A', 'E']",A
8126,I Have A Dream,ABBA,"['A', 'E', 'A', 'A']",A
8127,I Have A Dream,ABBA,"['E', 'A', 'A', 'E']",E
8128,I Have A Dream,ABBA,"['A', 'E', 'D']",A
8129,I Have A Dream,ABBA,"['A', 'A', 'E']",A
8130,Winter Wonderland,Misc Christmas,"['G', 'D', 'D7', 'C', 'D', 'D7', 'Bm', 'D', 'G']",G
8131,Winter Wonderland,Misc Christmas,"['A', 'D', 'G', 'D', 'D7']",D
8132,O Come All Ye Faithful,Casting Crowns,"['G', 'C', 'D']",G
8133,O Come All Ye Faithful,Casting Crowns,"['C', 'G', 'D']",G
8134,Rudolph The Red-Nosed Reindeer,Misc Christmas,"['G', 'G', 'D', 'D', 'D', 'G']",G
8135,Rudolph The Red-Nosed Reindeer,Misc Christmas,"['C', 'D', 'Am', 'G']",G
8136,Fairytale Of New York,The Pogues,"['C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C']",C
8137,Fairytale Of New York,The Pogues,"['G', 'C', 'C', 'G', 'C', 'F']",C
8138,Fairytale Of New York,The Pogues,"['C', 'F', 'C', 'G', 'C']",C
8139,Fairytale Of New York,The Pogues,"['C', 'F', 'C', 'G']",C
8140,Fairytale Of New York,The Pogues,"['C', 'G', 'C']",C
8141,Fairytale Of New York,The Pogues,"['G', 'C', 'F']",C
8142,Tiny Dancer,Elton John,"['F', 'Dm', 'Em', 'F']",F
8143,Tiny Dancer,Elton John,"['F', 'Dm', 'Em', 'F']",F
8144,Tiny Dancer,Elton John,['C'],C
8145,Tiny Dancer,Elton John,"['C', 'C', 'C']",C
8146,Telephone,Lady Gaga,"['Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G', 'A']",D
8147,Telephone,Lady Gaga,"['Em', 'G', 'A', 'Em', 'G', 'A', 'Em', 'G']",D
8148,Telephone,Lady Gaga,"['Em', 'G', 'A']",D
8149,Telephone,Lady Gaga,"['Em', 'G', 'A', 'Em', 'G']",D
8150,Telephone,Lady Gaga,"['Em', 'G', 'A', 'Em']",D
8151,Telephone,Lady Gaga,"['Em', 'G', 'A']",D
8152,Everybody,Ingrid Michaelson,"['G', 'D', 'Em', 'C']",G
8153,Everybody,Ingrid Michaelson,"['C', 'D', 'Em']",G
8154,Everybody,Ingrid Michaelson,"['G', 'D', 'Em', 'C']",G
8155,Everybody,Ingrid Michaelson,"['C', 'D', 'Em']",G
8156,Faith,George Michael,"['A', 'D']",A
8157,Faith,George Michael,"['A', 'D', 'A']",A
8158,Faith,George Michael,"['A', 'A', 'D']",A
8159,Baby Blue Eyes,A Rocket to the Moon,"['G', 'Dsus4', 'Cadd9', 'Dsus4', 'Em7', 'Dsus4', 'Cadd9']",G
8160,Baby Blue Eyes,A Rocket to the Moon,"['G', 'G/F#', 'Em7', 'Dsus4', 'Cadd9', 'Dsus4']",G
8161,All I Want For Christmas Is You,Mariah Carey,"['Am7', 'D', 'G', 'Em']",G
8162,All I Want For Christmas Is You,Mariah Carey,"['Am7', 'D', 'G', 'Em']",G
8163,Poison And Wine,The Civil Wars,"['G', 'D/F#', 'Cadd9', 'G', 'D/F#', 'Cadd9', 'G', 'D/F#', 'Cadd9']",G
8164,Poison And Wine,The Civil Wars,"['G', 'D/F#', 'Cadd9', 'G', 'D/F#', 'Cadd9', 'D/F#']",G
8165,Poison And Wine,The Civil Wars,"['G', 'D/F#', 'Cadd9']",G
8166,Poison And Wine,The Civil Wars,"['G', 'D/F#', 'Cadd9']",G
8167,Poison And Wine,The Civil Wars,"['G', 'Cadd9', 'D/F#']",G
8168,Pusong Ligaw,Jericho Rosales,"['C9', 'G', 'D', 'C9', 'D', 'G']",G
8169,Pusong Ligaw,Jericho Rosales,"['D', 'G', 'C9', 'G', 'D', 'C9']",G
8170,Pusong Ligaw,Jericho Rosales,"['G', 'D', 'C', 'D', 'G']",G
8171,Pusong Ligaw,Jericho Rosales,"['D', 'G', 'G', 'D', 'C']",G
8172,Pusong Ligaw,Jericho Rosales,"['G', 'D', 'C', 'D']",G
8173,Pusong Ligaw,Jericho Rosales,"['C9', 'D', 'G']",G
8174,Youve Got The Love,Florence + The Machine,"['Em', 'D', 'A', 'Em', 'D', 'A', 'Em', 'D', 'A']",D
8175,Youve Got The Love,Florence + The Machine,"['Em', 'D', 'A']",D
8176,Youve Got The Love,Florence + The Machine,"['Em', 'D', 'A']",D
8177,Skinny Love,Bon Iver,"['C', 'Am']",C
8178,Skinny Love,Bon Iver,"['C', 'Am', 'C', 'Am', 'C', 'Am']",C
8179,Skinny Love,Bon Iver,"['C', 'Am']",C
8180,Skinny Love,Bon Iver,"['C', 'C', 'C']",C
8181,Everyday,Buddy Holly,"['A7', 'D', 'G', 'A7', 'D', 'G', 'D']",D
8182,Everyday,Buddy Holly,"['A7', 'D', 'G']",D
8183,Everyday,Buddy Holly,"['D', 'G', 'A7']",D
8184,Everyday,Buddy Holly,"['A7', 'D', 'G']",D
8185,Dream On,Aerosmith,"['Em', 'Em7', 'Em6', 'Am6']",C
8186,Dream On,Aerosmith,"['Em', 'Em7', 'Em6', 'Am6']",C
8187,Dream On,Aerosmith,"['Em', 'D', 'C', 'D']",G
8188,In The End,Linkin Park,"['Dm', 'C', 'Bb', 'C']",F
8189,In The End,Linkin Park,"['Dm', 'F', 'C', 'Bb']",F
8190,In The End,Linkin Park,"['Dm', 'C', 'Bb', 'C']",F
8191,In The End,Linkin Park,"['Dm', 'F', 'C', 'Bb']",F
8192,In The End,Linkin Park,"['Dm', 'C']",C
8193,Good Life,OneRepublic,"['F#', 'B', 'D#m', 'C#']",F#
8194,Good Life,OneRepublic,"['F#', 'B', 'D#m', 'C#']",F#
8195,I Wouldnt Mind,He Is We,"['Am', 'F', 'C', 'G']",C
8196,I Wouldnt Mind,He Is We,"['G', 'Am', 'F', 'C']",C
8197,I Wouldnt Mind,He Is We,"['G', 'F', 'C', 'Am']",C
8198,I Wouldnt Mind,He Is We,"['Am', 'F', 'C', 'G']",C
8199,I Wouldnt Mind,He Is We,"['G', 'F', 'C', 'Am']",C
8200,I Wouldnt Mind,He Is We,"['G', 'Am', 'F', 'C']",C
8201,American Honey,Lady A (Lady Antebellum),"['F', 'C', 'Am', 'G', 'F', 'C', 'G']",C
8202,American Honey,Lady A (Lady Antebellum),"['C', 'C', 'Am', 'F', 'Dm']",C
8203,American Honey,Lady A (Lady Antebellum),"['G', 'F', 'C', 'Am']",C
8204,American Honey,Lady A (Lady Antebellum),"['C', 'C', 'Am']",C
8205,American Honey,Lady A (Lady Antebellum),"['G', 'F', 'C']",C
8206,Free Fallin,John Mayer,"['D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A']",D
8207,Free Fallin,John Mayer,"['A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G']",D
8208,Free Fallin,John Mayer,"['D', 'G', 'A']",D
8209,Free Fallin,John Mayer,"['A', 'D', 'G']",D
8210,Free Fallin,John Mayer,"['D', 'G', 'A']",D
8211,Free Fallin,John Mayer,"['A', 'D', 'A']",A
8212,Free Fallin,John Mayer,"['A', 'D', 'G']",D
8213,The Twilight Saga New Moon - Rosyln,Misc Soundtrack,"['C', 'F', 'F', 'C', 'F']",C
8214,The Twilight Saga New Moon - Rosyln,Misc Soundtrack,"['F', 'F', 'C', 'F', 'C']",F
8215,The Twilight Saga New Moon - Rosyln,Misc Soundtrack,"['F', 'C', 'F']",F
8216,One Less Lonely Girl,Justin Bieber,"['E', 'Asus2', 'E', 'Asus2', 'E', 'Asus2', 'E', 'Asus2', 'E', 'Asus2']",E
8217,One Less Lonely Girl,Justin Bieber,"['E', 'Asus2']",E
8218,One Less Lonely Girl,Justin Bieber,"['E', 'Asus2', 'E', 'Asus2', 'E', 'Asus2']",E
8219,One Less Lonely Girl,Justin Bieber,"['E', 'Asus2']",E
8220,Dog Days Are Over,Florence + The Machine,"['G', 'G', 'G', 'Am', 'Em']",G
8221,Dog Days Are Over,Florence + The Machine,"['G', 'G', 'G', 'Am', 'Em', 'G']",G
8222,Dog Days Are Over,Florence + The Machine,"['Em', 'G', 'G', 'G', 'Am']",C
8223,Dog Days Are Over,Florence + The Machine,"['G', 'G', 'G', 'Am', 'Em']",G
8224,Dog Days Are Over,Florence + The Machine,"['G', 'Am', 'Em', 'G']",G
8225,Dog Days Are Over,Florence + The Machine,"['G', 'Am', 'Em']",G
8226,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['F', 'G', 'C', 'F', 'C', 'F', 'C', 'F', 'C']",C
8227,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'G', 'C', 'G', 'C', 'G', 'F', 'G', 'C']",C
8228,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['G', 'C', 'F', 'C', 'F', 'C', 'F', 'C']",C
8229,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['G', 'C', 'G', 'C', 'G', 'C', 'G', 'F']",C
8230,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['F', 'G', 'C', 'G', 'C', 'G', 'C', 'G']",C
8231,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'G', 'C', 'G', 'C', 'G', 'F', 'G']",C
8232,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'G']",C
8233,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'G', 'C', 'G', 'C', 'G']",C
8234,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'G']",C
8235,3 Idiots - Give Me Some Sunshine,Misc Soundtrack,"['C', 'F']",C
8236,Jeepney Lovestory,Yeng Constantino,"['D', 'A', 'Bm', 'G']",D
8237,Jeepney Lovestory,Yeng Constantino,"['D', 'A', 'Bm', 'G']",D
8238,Chasing Cars,Snow Patrol,"['G', 'D', 'C', 'G']",G
8239,Chasing Cars,Snow Patrol,"['G', 'D', 'C', 'G']",G
8240,Our God,Chris Tomlin,"['Em', 'C', 'G', 'Em', 'C', 'G', 'Am', 'D']",G
8241,Our God,Chris Tomlin,"['D', 'Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G']",G
8242,Our God,Chris Tomlin,"['Em', 'C', 'G', 'D/F#']",G
8243,Our God,Chris Tomlin,"['Em', 'C', 'G', 'D/F#', 'Em', 'C', 'G', 'D']",G
8244,Our God,Chris Tomlin,"['Em', 'C', 'G', 'D/F#']",G
8245,Our God,Chris Tomlin,"['Em', 'C', 'G']",C
8246,Baby,Justin Bieber,"['C', 'Am', 'F', 'G']",C
8247,Baby,Justin Bieber,"['C', 'Am', 'F', 'G']",C
8248,Cough Syrup,Young the Giant,"['A', 'G', 'A', 'D', 'A', 'G', 'A', 'D', 'A', 'G']",D
8249,Cough Syrup,Young the Giant,"['A', 'G', 'A', 'D']",D
8250,Cough Syrup,Young the Giant,"['A', 'G', 'A', 'D', 'A', 'G']",D
8251,Cough Syrup,Young the Giant,"['D', 'A', 'G', 'A']",D
8252,Cough Syrup,Young the Giant,"['A', 'G', 'A', 'D']",D
8253,Take On Me,a-ha,"['Em', 'C', 'G', 'D/F#']",G
8254,Take On Me,a-ha,"['Am', 'D', 'Am', 'D', 'Am', 'D', 'G', 'C']",G
8255,Take On Me,a-ha,"['Am', 'D', 'G', 'C']",G
8256,Take On Me,a-ha,"['Em', 'C', 'G', 'D/F#']",G
8257,Take On Me,a-ha,"['Am', 'D']",G
8258,Today Was A Fairytale,Taylor Swift,"['G', 'Cadd9', 'Em7', 'Dsus4', 'G', 'G', 'Cadd9', 'Em7', 'Dsus4']",G
8259,Today Was A Fairytale,Taylor Swift,"['G', 'Cadd9', 'Em7', 'Dsus4']",G
8260,Today Was A Fairytale,Taylor Swift,"['G', 'Cadd9', 'Em7', 'Dsus4', 'G']",G
8261,Today Was A Fairytale,Taylor Swift,"['Dsus4', 'G', 'Cadd9', 'Em7']",G
8262,Today Was A Fairytale,Taylor Swift,"['G', 'Cadd9', 'Em7', 'Dsus4']",G
8263,Today Was A Fairytale,Taylor Swift,"['Em', 'D', 'C', 'D']",G
8264,Layla,Eric Clapton,"['Am', 'Dm', 'Bb', 'C', 'Dm']",F
8265,Layla,Eric Clapton,"['C', 'F', 'F', 'C', 'F', 'F', 'Bb7', 'Bb7', 'C']",F
8266,Layla,Eric Clapton,"['Am', 'Dm', 'Bb', 'C', 'Dm']",F
8267,Layla,Eric Clapton,"['C', 'F', 'F']",C
8268,Baby,Justin Bieber,"['C#', 'A#m', 'F#']",F#
8269,Cant Stand It,Never Shout Never,"['G', 'C', 'Am', 'D']",G
8270,Cant Stand It,Never Shout Never,"['D', 'G', 'C', 'Am']",G
8271,Cant Stand It,Never Shout Never,"['A', 'D', 'Bm', 'E']",A
8272,Cant Stand It,Never Shout Never,"['G', 'C', 'Am', 'D']",G
8273,Cant Stand It,Never Shout Never,"['D', 'G', 'C', 'Am']",G
8274,Cant Stand It,Never Shout Never,"['D', 'Am', 'G', 'Em']",G
8275,Cant Stand It,Never Shout Never,"['A', 'D', 'Bm', 'E']",A
8276,Many Of Horror,Biffy Clyro,"['D', 'A', 'Bm', 'A']",D
8277,Many Of Horror,Biffy Clyro,"['A', 'D', 'A', 'Bm']",A
8278,Many Of Horror,Biffy Clyro,"['D', 'Bm', 'G']",D
8279,Many Of Horror,Biffy Clyro,"['Bm', 'G', 'A']",D
8280,When I Look At You,Miley Cyrus,"['C', 'G', 'D', 'Em']",G
8281,When I Look At You,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
8282,When I Look At You,Miley Cyrus,"['G', 'D', 'Em', 'C', 'Em']",G
8283,When I Look At You,Miley Cyrus,"['Em', 'G', 'D', 'C']",G
8284,When I Look At You,Miley Cyrus,"['C', 'G', 'D', 'Em']",G
8285,When I Look At You,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
8286,When I Look At You,Miley Cyrus,"['Bm', 'C', 'D', 'Em']",G
8287,More Than Words,Westlife,"['G', 'C', 'Am', 'C', 'D']",G
8288,More Than Words,Westlife,"['Am', 'D', 'G', 'D', 'Em', 'G', 'D', 'C']",G
8289,More Than Words,Westlife,"['G', 'C', 'Am', 'C', 'D']",G
8290,Whataya Want From Me,Adam Lambert,"['A', 'Bm', 'D', 'G', 'A', 'Bm', 'D', 'G', 'A']",D
8291,Whataya Want From Me,Adam Lambert,"['G', 'A', 'Bm', 'D']",D
8292,Whataya Want From Me,Adam Lambert,"['A', 'Bm', 'D', 'G']",D
8293,Whataya Want From Me,Adam Lambert,"['D', 'D', 'D', 'D', 'G', 'G']",D
8294,Whataya Want From Me,Adam Lambert,"['A', 'Bm', 'D', 'G', 'A']",D
8295,Whataya Want From Me,Adam Lambert,"['G', 'A', 'Bm', 'D']",D
8296,Whataya Want From Me,Adam Lambert,"['A', 'Bm', 'D', 'G']",D
8297,I Love Rock N Roll,Joan Jett and The Blackhearts,"['A', 'B', 'E']",E
8298,I Love Rock N Roll,Joan Jett and The Blackhearts,"['E', 'A', 'B']",E
8299,I Love Rock N Roll,Joan Jett and The Blackhearts,"['A', 'B', 'E']",E
8300,Little House,Amanda Seyfried,"['G', 'Em', 'C', 'D']",G
8301,Little House,Amanda Seyfried,"['C', 'D', 'G', 'Em', 'C', 'D', 'G']",G
8302,Little House,Amanda Seyfried,"['C', 'D', 'G', 'Em', 'C', 'D']",G
8303,Little House,Amanda Seyfried,"['G', 'Em', 'C', 'D']",G
8304,Little House,Amanda Seyfried,"['C', 'D', 'G', 'Em']",G
8305,Little House,Amanda Seyfried,"['Em', 'C', 'G', 'D']",G
8306,Little House,Amanda Seyfried,"['C', 'D', 'G']",G
8307,Overkill,Colin Hay,"['D', 'F#m', 'C', 'Em']",G
8308,Overkill,Colin Hay,"['D', 'F#m', 'C', 'Em']",G
8309,Overkill,Colin Hay,"['Bm', 'Asus4', 'A']",D
8310,Pelan Pelan Saja,Kotak,"['F', 'G', 'C']",C
8311,Wagon Wheel,Old Crow Medicine Show,"['G', 'D', 'Em', 'C', 'G', 'D', 'C']",G
8312,Wagon Wheel,Old Crow Medicine Show,"['C', 'G', 'D']",G
8313,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G', 'D', 'Em', 'D', 'G', 'D', 'C']",G
8314,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G', 'G', 'D', 'C', 'G', 'D', 'Em']",G
8315,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G', 'D', 'G', 'D', 'G']",D
8316,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['G', 'Em', 'Am', 'D']",G
8317,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G']",D
8318,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G', 'Em', 'Am']",G
8319,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['G', 'D', 'Em', 'D']",G
8320,Ajab Prem Ki Ghazab Kahani - Tu Jaane Na,Misc Soundtrack,"['D', 'G', 'D', 'C']",G
8321,Everything,Michael Bublé,"['G', 'A7sus4', 'D']",D
8322,How To Save A Life,The Fray,"['C', 'D/F#', 'Em', 'G', 'D', 'C', 'D/F#', 'Em']",G
8323,How To Save A Life,The Fray,"['D', 'C', 'D/F#', 'Em', 'G']",G
8324,How To Save A Life,The Fray,"['Em', 'D/F#', 'G', 'D/F#']",G
8325,How To Save A Life,The Fray,"['G', 'D', 'Em', 'D/F#']",G
8326,How To Save A Life,The Fray,"['G', 'D', 'Em', 'D']",G
8327,How To Save A Life,The Fray,"['G', 'D/F#', 'Em', 'D/F#']",G
8328,How To Save A Life,The Fray,"['C', 'D/F#', 'Em']",G
8329,How To Save A Life,The Fray,"['G', 'D/F#', 'Em']",G
8330,Gives You Hell,The All-American Rejects,"['C', 'F', 'Am', 'G', 'C']",C
8331,Gives You Hell,The All-American Rejects,"['C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F']",C
8332,Gives You Hell,The All-American Rejects,"['C', 'Am', 'F']",C
8333,Gives You Hell,The All-American Rejects,"['C', 'F', 'Am', 'G', 'C']",C
8334,Gives You Hell,The All-American Rejects,"['C', 'Am', 'F']",C
8335,Gives You Hell,The All-American Rejects,"['Am', 'G', 'C']",C
8336,Toxic,Britney Spears,"['Am', 'Am', 'Am', 'C']",C
8337,Home,Edward Sharpe and the Magnetic Zeros,"['Bm', 'D', 'D/F#', 'D', 'G']",G
8338,Home,Edward Sharpe and the Magnetic Zeros,"['D', 'G', 'Bm', 'D', 'D/F#']",D
8339,Home,Edward Sharpe and the Magnetic Zeros,"['Bm', 'D', 'D/F#', 'D', 'G']",G
8340,Home,Edward Sharpe and the Magnetic Zeros,"['D', 'G', 'Bm', 'D', 'D/F#']",D
8341,Home,Edward Sharpe and the Magnetic Zeros,"['D', 'G', 'Bm', 'D']",D
8342,Home,Edward Sharpe and the Magnetic Zeros,"['Em', 'D', 'A']",D
8343,Home,Edward Sharpe and the Magnetic Zeros,"['D', 'G', 'Bm']",D
8344,Bad Romance,Lady Gaga,"['Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'G']",C
8345,Bad Romance,Lady Gaga,"['Am', 'C', 'G', 'Am', 'C', 'F']",C
8346,Bad Romance,Lady Gaga,"['Am', 'C', 'Em']",C
8347,Bad Romance,Lady Gaga,"['Am', 'C', 'G']",C
8348,Karena Ku Cinta Kau,Bunga Citra Lestari,"['G', 'Em', 'C', 'G']",G
8349,Karena Ku Cinta Kau,Bunga Citra Lestari,"['Em', 'C', 'G', 'D']",G
8350,Karena Ku Cinta Kau,Bunga Citra Lestari,"['G', 'Am', 'D', 'G']",G
8351,Karena Ku Cinta Kau,Bunga Citra Lestari,"['Em', 'C', 'G']",C
8352,Kecewa,Bunga Citra Lestari,"['D', 'E', 'A', 'F#m', 'Bm', 'E', 'A']",A
8353,Kecewa,Bunga Citra Lestari,"['A', 'D', 'F#m', 'E']",A
8354,Kecewa,Bunga Citra Lestari,"['D', 'F#m', 'E', 'C#m']",A
8355,Nothin On You,B.o.B,"['Eb', 'Cm', 'Dm', 'F', 'Eb', 'Cm', 'Dm', 'F', 'Eb', 'Cm']",Bb
8356,Nothin On You,B.o.B,"['Eb', 'Cm', 'Dm', 'F']",Bb
8357,Nothin On You,B.o.B,"['Eb', 'Cm', 'Dm', 'F', 'Eb', 'Cm']",Bb
8358,Nothin On You,B.o.B,"['Eb', 'Cm', 'Dm', 'F']",Bb
8359,Aint No Grave,Johnny Cash,"['Dm', 'G', 'Am', 'Dm']",C
8360,Hero,Sterling Knight,"['G', 'D', 'A', 'Bm', 'A']",D
8361,Hero,Sterling Knight,"['Bm', 'D', 'A', 'G']",D
8362,Hero,Sterling Knight,"['D', 'A', 'Bm', 'G']",D
8363,Salamat Salamat,Musikatha,"['F', 'Am', 'Bb', 'Gm', 'C']",F
8364,On Melancholy Hill,Gorillaz,"['D', 'D', 'A', 'A', 'Bm', 'Bm', 'G', 'A', 'G', 'A']",D
8365,On Melancholy Hill,Gorillaz,"['Bm', 'G', 'A', 'G', 'A', 'D', 'A']",D
8366,Teenage Dirtbag,Wheatus,"['E', 'A', 'B', 'C#m', 'G#m']",E
8367,Teenage Dirtbag,Wheatus,"['C#m', 'G#m', 'A', 'B', 'E', 'Asus2', 'E', 'Asus2', 'E', 'Asus2']",E
8368,Teenage Dirtbag,Wheatus,"['E', 'B', 'E', 'A']",E
8369,Teenage Dirtbag,Wheatus,"['E', 'A', 'B', 'C#m', 'G#m']",E
8370,Teenage Dirtbag,Wheatus,"['E', 'B', 'E', 'A']",E
8371,Teenage Dirtbag,Wheatus,"['C#m', 'A', 'B']",E
8372,Baby,Justin Bieber,"['G', 'Em', 'C', 'D']",G
8373,Baby,Justin Bieber,"['G', 'Em', 'C', 'D', 'G', 'Em', 'C']",G
8374,Baby,Justin Bieber,"['G', 'Em', 'C', 'D']",G
8375,Baby,Justin Bieber,"['G', 'Em', 'C']",G
8376,Perfect Two,Auburn,"['G', 'D', 'Em', 'C']",G
8377,Perfect Two,Auburn,"['Em', 'C', 'G', 'D']",G
8378,Perfect Two,Auburn,"['G', 'D', 'Em', 'C']",G
8379,Perfect Two,Auburn,"['Em', 'C', 'G', 'D']",G
8380,On Melancholy Hill,Gorillaz,"['C', 'G', 'Am', 'F', 'G', 'F', 'G', 'C']",C
8381,On Melancholy Hill,Gorillaz,"['C', 'G', 'Am', 'F', 'G', 'F', 'G']",C
8382,25 Minutes,Michael Learns to Rock,"['D', 'G', 'D', 'C9']",G
8383,25 Minutes,Michael Learns to Rock,"['D', 'G', 'D', 'C9']",G
8384,The Cave,Mumford & Sons,"['Am', 'C', 'G', 'C', 'F', 'C', 'Am', 'C', 'Am', 'C']",C
8385,The Cave,Mumford & Sons,"['Am', 'C', 'Am', 'C', 'Am', 'C', 'G', 'C', 'F', 'C']",C
8386,The Cave,Mumford & Sons,"['C', 'F', 'C']",C
8387,The Cave,Mumford & Sons,"['Am', 'F', 'C']",C
8388,Impossible,Shontelle,"['D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C']",G
8389,Impossible,Shontelle,"['Em', 'G', 'D', 'C']",G
8390,Impossible,Shontelle,"['D', 'C', 'Em', 'G']",G
8391,Impossible,Shontelle,"['D', 'C', 'Em', 'G', 'D', 'C']",G
8392,Impossible,Shontelle,"['Em', 'G', 'D', 'C']",G
8393,Impossible,Shontelle,"['D', 'C', 'Em', 'G']",G
8394,Lemonade,Jeremy Passion,"['Am', 'D7', 'G', 'Em']",G
8395,Lemonade,Jeremy Passion,"['Am', 'D7', 'G', 'Em']",G
8396,Cecilia,Simon & Garfunkel,"['G', 'C', 'G', 'C', 'G', 'D', 'C']",G
8397,Cecilia,Simon & Garfunkel,"['G', 'C', 'G', 'C', 'G', 'D']",G
8398,Cecilia,Simon & Garfunkel,"['G', 'C', 'D']",G
8399,Cecilia,Simon & Garfunkel,"['G', 'C', 'D']",G
8400,If It Means A Lot To You,A Day to Remember,"['Cadd9', 'D/F#', 'Em', 'G', 'Cadd9', 'D/F#', 'Em']",G
